manufacturer,permit_number,vin_number,is_operatable_without_driver,driver_present,is_disengaged_by,disengaged_location,disengagement_reason,date
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCAXGC006416,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly detected the state of a traffic signal, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/29/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA4HC020118,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCAXGC006416,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA4HC020118,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA4HC020118,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC014389,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,11/30/2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",11/30/2022
"ARGO AI, LLC",AVT066,1FMCU0DZ3LUA86374,No,Yes,Test Driver,Street,Disengagement in response to a cyclist making contract with the AV.,9/22/2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR287877,No,Yes,Test Driver,Street,"Disengagement for prediction discrepency which affected the planning and decision, and resulted in the vehicle to make unwanted maneuver.",11/18/2022
CRUISE LLC,AVT008,5G21A6P08L4100187,No,Yes,Test Driver,Street,Precautionary takeover to address prediction; lane encroachment,12/7/2021
CRUISE LLC,AVT008,5G21A6P03L4100016,No,Yes,Test Driver,Street,"Other road user behaving poorly, making illegal left turn in front of AV that was traveling straight",12/28/2021
CRUISE LLC,AVT008,5G21A6P07L4100066,No,Yes,Test Driver,Street,"Other road user behaving poorly, making illegal turn in front of AV traveling straight",1/22/2022
CRUISE LLC,AVT008,5G21A6P04L4100140,No,yes,Test Driver,Street,Precautionary takeover to address planning; lane keeping,1/23/2022
CRUISE LLC,AVT008,5G21A6P09P4100057,no,yes,Test Driver,Street,Precautionary takeover to address planning; close trailing vehicle,6/9/2022
CRUISE LLC,AVT008,5G21A6P02N4121622,no,yes,Test Driver,Street,Other road user behaving poorly; lane encroachment,7/4/2022
CRUISE LLC,AVT008,5G21A6P0XL4100188,no,yes,Test Driver,Street,Other road user behaving poorly; close training vehicle,7/8/2022
CRUISE LLC,AVT008,5G21A6P09L4100182,no,yes,Test Driver,Street,Precautionary takeover to address perception; close trailing vehicle,7/28/2022
CRUISE LLC,AVT008,5G21A6P05N4121596,no,yes,Test Driver,Street,Precautionary takeover to address planning; close trailing vehicle,10/20/2022
"DIDI RESEARCH AMERICA, LLC",AVT055,3LN6L5MU1JR609431,No,Yes,Test Driver,Street,Disengage for a unwanted maneuver of the vehicle going into the construction zone (unwanted behavior for the planner failed to avoid the traffic cones).,9/29/2022
"DIDI RESEARCH AMERICA, LLC",AVT055,3LN6L5MU4JR611142,No,Yes,Test Driver,Street,Disengage for a unwanted maneuver of the vehicle going into the construction zone (unwanted behavior for the planner failed to avoid the traffic cones).,8/15/2022
GATIK AI INC,AVT054,NM0LS7F25K1413020,No,Yes,AV System,Street,Hardware discrepancy or system fault; On city road in light traffic with clear sky during day,12/10/2021
GATIK AI INC,AVT054,NM0LS7F25K1413020,No,Yes,AV System,Street,Hardware discrepancy or system fault; On city road in light traffic with clear sky during day,1/23/2022
GATIK AI INC,AVT054,NM0LS7F25K1413020,No,Yes,Test Driver,Street,Reckless Agent/Road User; Prediction discrepancy; On city road in heavy traffic with clear sky during day,11/18/2022
GHOST AUTONOMY INC,AVT073,4T1BF1FK0HU317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. ",8/22/2022
GHOST AUTONOMY INC,AVT073,4T1BF1FK0HU317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. ",8/22/2022
GHOST AUTONOMY INC,AVT073,4T1BF1FK0HU317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. ",8/22/2022
GHOST AUTONOMY INC,AVT073,4T1BF1FK0HU317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. ",8/22/2022
GHOST AUTONOMY INC,AVT073,4T1BF1FK0HU317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. ",8/22/2022
